Rank,Word,Part of speech,Frequency,Dispersion,Copies require reference to source: http://www.wordfrequency.info (note there are swears)
2453,teaspoon,noun,15767,0.83,
2454,birthday,noun,13757,0.95,
2455,implication,noun,14791,0.88,
2456,perfectly,adverb,13671,0.95,
2457,coast,noun,13515,0.96,
2458,supporter,noun,13970,0.93,
2459,accompany,verb,13666,0.95,
2460,silver,noun,14033,0.92,
2461,teenager,noun,13615,0.95,
2462,recognition,noun,14249,0.91,
2463,retirement,noun,13964,0.93,
2464,flag,noun,13655,0.95,
2465,recovery,noun,13703,0.95,
2466,whisper,verb,15383,0.84,
2467,watch,noun,13996,0.93,
2468,gentleman,noun,14648,0.88,
2469,corn,noun,13739,0.94,
2470,moon,noun,13959,0.92,
2471,inner,adjective,13545,0.95,
2472,junior,adjective,13797,0.93,
2473,rather,conjunctive adverb,13611,0.95,
2474,throat,noun,14681,0.88,
2475,salary,noun,13885,0.93,
2476,swing,verb,14317,0.9,
2477,observer,noun,13806,0.93,
2478,due,adjective,13252,0.97,
2479,straight,adjective,13474,0.96,
2480,publication,noun,14045,0.92,
2481,pretty,adjective,13951,0.92,
2482,crop,noun,13733,0.94,
2483,dig,verb,13633,0.94,
2484,strike,noun,13686,0.94,
2485,permanent,adjective,13390,0.96,
2486,plant,verb,13526,0.95,
2487,phenomenon,noun,14087,0.91,
2488,anxiety,noun,14088,0.91,
2489,unlike,preposition,13248,0.97,
2490,wet,adjective,13963,0.92,
2491,literally,adverb,13425,0.95,
2492,resist,verb,13330,0.96,
2493,convention,noun,14497,0.88,
2494,embrace,verb,13183,0.97,
2495,supply,verb,13399,0.95,
2496,assist,verb,13748,0.93,
2497,exhibition,noun,13987,0.91,
2498,construct,verb,14234,0.89,
2499,viewer,noun,13479,0.94,
2500,pan,noun,14148,0.9,
2501,consultant,noun,13646,0.93,
2502,soon,conjunctive adverb,13547,0.94,
2503,line,verb,13373,0.95,
2504,administrator,noun,14058,0.9,
2505,date,verb,13231,0.96,
2506,occasionally,adverb,13321,0.95,
2507,mayor,noun,13903,0.91,
2508,consideration,noun,14047,0.9,
2509,CEO,noun,13956,0.91,
2510,secure,verb,13181,0.96,
2511,pink,adjective,13849,0.91,
2512,smoke,verb,13438,0.94,
2513,estimate,noun,13718,0.92,
2514,buck,noun,13693,0.92,
2515,historic,adjective,13507,0.94,
2516,poem,noun,13702,0.92,
2517,grandmother,noun,13670,0.92,
2518,bind,verb,13109,0.96,
2519,fifth,numeral,13150,0.96,
2520,constantly,adverb,13033,0.97,
2521,enterprise,noun,13542,0.93,
2522,favor,verb,13235,0.95,
2523,testing,noun,13725,0.92,
2524,stomach,noun,13845,0.91,
2525,apparent,adjective,13434,0.93,
2526,weigh,verb,13051,0.96,
2527,install,verb,13584,0.92,
2528,sensitive,adjective,13115,0.96,
2529,suggestion,noun,13145,0.95,
2530,mail,noun,13024,0.96,
2531,recipe,noun,13840,0.9,
2532,reasonable,adjective,13130,0.95,
2533,preparation,noun,13553,0.92,
2534,wooden,adjective,13518,0.92,
2535,elementary,adjective,13831,0.9,
2536,concert,noun,13270,0.94,
2537,aggressive,adjective,13191,0.95,
2538,FALSE,adjective,12871,0.97,
2539,intention,noun,13207,0.94,
2540,channel,noun,12975,0.96,
2541,extreme,adjective,13064,0.95,
2542,tube,noun,13364,0.93,
2543,drawing,noun,13377,0.93,
2544,protein,noun,14036,0.89,
2545,quit,verb,13045,0.95,
2546,absence,noun,13597,0.92,
2547,roll,noun,13053,0.95,
2548,Latin,adjective,13797,0.9,
2549,rapidly,adverb,13066,0.95,
2550,jail,noun,13324,0.93,
2551,comment,verb,12930,0.96,
2552,diversity,noun,13872,0.89,
2553,honest,adjective,12916,0.96,
2554,Palestinian,adjective,14008,0.88,
2555,pace,noun,12891,0.96,
2556,employment,noun,13673,0.9,
2557,speaker,noun,12889,0.96,
2558,impression,noun,12746,0.97,
2559,essay,noun,13802,0.89,
2560,respondent,noun,15057,0.82,
2561,giant,adjective,12963,0.95,
2562,cake,noun,13336,0.92,
2563,historian,noun,13437,0.92,
2564,negotiate,verb,13043,0.94,
2565,restore,verb,12814,0.96,
2566,substantial,adjective,13376,0.92,
2567,pop,verb,13123,0.93,
2568,particular,adverb,13259,0.92,
2569,specialist,noun,13041,0.94,
2570,origin,noun,13654,0.9,
2571,approval,noun,12795,0.96,
2572,mine,noun,12824,0.95,
2573,quietly,adverb,13503,0.91,
2574,advise,verb,12709,0.96,
2575,conventional,adjective,13209,0.93,
2576,drop,noun,12757,0.96,
2577,count,noun,13007,0.94,
2578,depth,noun,12927,0.95,
2579,wealth,noun,12886,0.95,
2580,disability,noun,14197,0.86,
2581,shell,noun,12957,0.94,
2582,general,adverb,13256,0.92,
2583,criticize,verb,12906,0.94,
2584,fast,adjective,12738,0.96,
2585,professional,noun,13402,0.91,
2586,effectively,adverb,13277,0.92,
2587,biological,adjective,13233,0.92,
2588,pack,noun,13238,0.92,
2589,onion,noun,13769,0.88,
2590,deputy,noun,12972,0.94,
2591,flat,adjective,12899,0.94,
2592,brand,noun,13103,0.93,
2593,assure,verb,12542,0.97,
2594,mad,adjective,12903,0.94,
2595,award,noun,12874,0.94,
2596,criteria,noun,14160,0.86,
2597,dealer,noun,12999,0.93,
2598,via,preposition,13064,0.93,
2599,alternative,adjective,13289,0.91,
2600,utility,noun,13150,0.92,
2601,precisely,adverb,12878,0.94,
2602,arise,verb,13351,0.91,
2603,armed,adjective,12966,0.93,
2604,nevertheless,adverb,13190,0.92,
2605,highway,noun,12649,0.96,
2606,clinical,adjective,13593,0.89,
2607,routine,noun,12576,0.96,
2608,schedule,verb,12881,0.94,
2609,wage,noun,13033,0.93,
2610,normally,adverb,12402,0.97,
2611,phrase,noun,12558,0.96,
2612,ingredient,noun,13382,0.9,
2613,stake,noun,12603,0.96,
2614,Muslim,adjective,13147,0.92,
2615,dream,verb,12887,0.93,
2616,fiber,noun,13606,0.88,
2617,activist,noun,12737,0.94,
2618,Islamic,adjective,13323,0.9,
2619,snap,verb,13362,0.9,
2620,terrorism,noun,13806,0.87,
2621,refugee,noun,13010,0.92,
2622,incorporate,verb,13310,0.9,
2623,hip,noun,12863,0.93,
2624,ultimate,adjective,12542,0.95,
2625,switch,verb,12508,0.95,
2626,corporation,noun,12612,0.95,
2627,valuable,adjective,12628,0.94,
2628,assumption,noun,13434,0.89,
2629,gear,noun,12872,0.93,
2630,graduate,verb,12480,0.95,
2631,barrier,noun,12772,0.93,
2632,minor,adjective,12346,0.96,
2633,provision,noun,13256,0.9,
2634,killer,noun,12631,0.94,
2635,assign,verb,12836,0.93,
2636,gang,noun,12662,0.94,
2637,developing,adjective,13171,0.9,
2638,classic,adjective,12610,0.94,
2639,chemical,noun,12673,0.94,
2640,wave,verb,13567,0.87,
2641,label,noun,12497,0.95,
2642,teen,noun,12663,0.94,
2643,index,noun,12751,0.93,
2644,vacation,noun,12424,0.95,
2645,advocate,noun,12565,0.94,
2646,draft,noun,12684,0.93,
2647,extraordinary,adjective,12356,0.96,
2648,heaven,noun,12461,0.95,
2649,rough,adjective,12365,0.96,
2650,yell,verb,13131,0.9,
2651,pregnant,adjective,12329,0.96,
2652,distant,adjective,12542,0.94,
2653,drama,noun,12393,0.95,
2654,satellite,noun,12438,0.94,
2655,personally,adverb,12317,0.95,
2656,wonder,noun,12265,0.96,
2657,clock,noun,12395,0.95,
2658,chocolate,noun,12682,0.92,
2659,Italian,adjective,12384,0.95,
2660,Canadian,adjective,12820,0.91,
2661,ceiling,noun,12668,0.92,
2662,sweep,verb,12431,0.94,
2663,advertising,noun,12601,0.93,
2664,universal,adjective,12590,0.93,
2665,spin,verb,12673,0.92,
2666,house,verb,12268,0.95,
2667,button,noun,12552,0.93,
2668,bell,noun,12421,0.94,
2669,rank,noun,12236,0.95,
2670,darkness,noun,13275,0.88,
2671,ahead,preposition,12125,0.96,
2672,clothing,noun,12078,0.96,
2673,super,adjective,12586,0.92,
2674,yield,verb,12634,0.92,
2675,fence,noun,12390,0.94,
2676,portrait,noun,12340,0.94,
2677,paint,noun,12673,0.91,
2678,survival,noun,12335,0.94,
2679,roughly,adverb,12200,0.95,
2680,lawsuit,noun,12656,0.91,
2681,bottom,adjective,12169,0.95,
2682,testimony,noun,12679,0.91,
2683,bunch,noun,12225,0.95,
2684,beat,noun,13118,0.88,
2685,wind,verb,12054,0.96,
2686,found,verb,12376,0.93,
2687,burden,noun,12054,0.96,
2688,react,verb,11874,0.97,
2689,chamber,noun,12034,0.96,
2690,furniture,noun,12461,0.92,
2691,cooperation,noun,12833,0.9,
2692,string,noun,11974,0.96,
2693,ceremony,noun,11923,0.97,
2694,communicate,verb,12179,0.95,
2695,taste,verb,12397,0.93,
2696,cheek,noun,13411,0.86,
2697,lost,adjective,11886,0.97,
2698,profile,noun,12089,0.95,
2699,mechanism,noun,12948,0.89,
2700,disagree,verb,12280,0.93,
2701,like,adverb,13238,0.87,
2702,penalty,noun,12310,0.93,
2703,match,noun,12025,0.95,
2704,ie,adverb,13724,0.83,
2705,advance,verb,12056,0.95,
2706,resort,noun,12379,0.92,
2707,destruction,noun,12356,0.92,
2708,bear,noun,12194,0.94,
2709,unlikely,adjective,11869,0.96,
2710,tissue,noun,12342,0.92,
2711,constitutional,adjective,12567,0.91,
2712,pant,noun,12457,0.91,
2713,stranger,noun,12261,0.93,
2714,infection,noun,12402,0.92,
2715,cabinet,noun,11846,0.96,
2716,broken,adjective,12097,0.94,
2717,apple,noun,12172,0.93,
2718,electric,adjective,12007,0.95,
2719,proceed,verb,11808,0.96,
2720,track,verb,11773,0.96,
2721,bet,verb,12079,0.94,
2722,literary,adjective,12801,0.88,
2723,virus,noun,12106,0.93,
2724,stupid,adjective,12467,0.91,
2725,dispute,noun,12203,0.93,
2726,fortune,noun,11815,0.96,
2727,strategic,adjective,12347,0.92,
2728,assistant,noun,11828,0.96,
2729,overcome,verb,11801,0.96,
2730,remarkable,adjective,11683,0.96,
2731,occupy,verb,11756,0.96,
2732,statistics,noun,12086,0.93,
2733,shopping,noun,11957,0.94,
2734,cousin,noun,12155,0.93,
2735,encounter,verb,11974,0.94,
2736,wipe,verb,12435,0.91,
2737,initially,adverb,12022,0.94,
2738,blind,adjective,12005,0.94,
2739,white,noun,11815,0.95,
2740,port,noun,11893,0.95,
2741,honor,verb,11653,0.96,
2742,electricity,noun,11954,0.94,
2743,genetic,adjective,12069,0.93,
2744,adviser,noun,12112,0.93,
2745,pay,noun,11883,0.94,
2746,spokesman,noun,12689,0.88,
2747,retain,verb,12041,0.93,
2748,latter,determiner,12527,0.89,
2749,incentive,noun,12105,0.92,
2750,slave,noun,11863,0.94,
2751,chemical,adjective,12006,0.93,
2752,translate,verb,11722,0.95,
2753,accurate,adjective,11842,0.94,
2754,whereas,conjunctive adverb,12668,0.88,
2755,terror,noun,12342,0.9,
2756,though,adverb,12073,0.92,
2757,expansion,noun,12054,0.92,
2758,elite,noun,12329,0.9,
2759,Olympic,adjective,13072,0.85,
2760,dirt,noun,12063,0.92,
2761,odd,adjective,11849,0.94,
2762,rice,noun,11944,0.93,
2763,bullet,noun,11706,0.95,
2764,tight,adjective,11641,0.95,
2765,Bible,noun,11539,0.96,
2766,chart,noun,11861,0.93,
2767,solar,adjective,12121,0.91,
2768,decline,noun,11956,0.92,
2769,conservative,noun,11941,0.92,
2770,process,verb,11940,0.92,
2771,square,adjective,11630,0.95,
2772,stick,noun,11795,0.94,
2773,concentration,noun,12146,0.91,
2774,complicated,adjective,11306,0.98,
2775,gently,adverb,12233,0.9,
2776,champion,noun,12247,0.9,
2777,scenario,noun,11747,0.94,
2778,telescope,noun,12754,0.86,
2779,reflection,noun,11882,0.93,
2780,revolution,noun,11800,0.93,
2781,strip,noun,11543,0.95,
2782,interpret,verb,12321,0.89,
2783,friendly,adjective,11360,0.97,
2784,tournament,noun,12684,0.87,
2785,fiction,noun,11701,0.94,
2786,detect,verb,11776,0.93,
2787,balance,verb,11536,0.95,
2788,likely,adverb,11551,0.95,
2789,tremendous,adjective,11678,0.94,
2790,lifetime,noun,11293,0.97,
2791,recommendation,noun,11824,0.93,
2792,flow,verb,11365,0.96,
2793,senator,noun,12091,0.91,
2794,market,verb,11650,0.94,
2795,hunting,noun,12100,0.9,
2796,salad,noun,12103,0.9,
2797,guarantee,verb,11430,0.96,
2798,innocent,adjective,11530,0.95,
2799,boundary,noun,12082,0.9,
2800,pause,verb,12583,0.87,
2801,remote,adjective,11346,0.96,
2802,satisfaction,noun,12237,0.89,
2803,journal,noun,11849,0.92,
2804,bench,noun,11666,0.93,
2805,lover,noun,11499,0.95,
2806,raw,adjective,11310,0.96,
2807,awareness,noun,12013,0.91,
2808,surprising,adjective,11327,0.96,
2809,withdraw,verb,11352,0.96,
2810,general,noun,11344,0.96,
2811,deck,noun,11830,0.92,
2812,similarly,adverb,12180,0.89,
2813,newly,adverb,11388,0.95,
2814,pole,noun,11446,0.95,
2815,testify,verb,11843,0.91,
2816,mode,noun,12107,0.89,
2817,dialogue,noun,11706,0.92,
2818,imply,verb,12061,0.9,
2819,naturally,adverb,11304,0.96,
2820,mutual,adjective,11566,0.93,
2821,founder,noun,11570,0.93,
2822,top,preposition,11397,0.95,
2823,advanced,adjective,11626,0.93,
2824,pride,noun,11107,0.97,
2825,dismiss,verb,11160,0.97,
2826,aircraft,noun,11591,0.93,
2827,delivery,noun,11323,0.95,
2828,mainly,adverb,11367,0.95,
2829,bake,verb,12253,0.88,
2830,freeze,verb,11596,0.93,
2831,platform,noun,11209,0.96,
2832,finance,noun,11501,0.94,
2833,sink,verb,11592,0.93,
2834,attractive,adjective,11119,0.97,
2835,respect,verb,11083,0.97,
2836,diverse,adjective,12015,0.89,
2837,relevant,adjective,12212,0.88,
2838,ideal,adjective,11609,0.92,
2839,joy,noun,11171,0.96,
2840,worth,noun,11237,0.95,
2841,regularly,adverb,11329,0.95,
2842,working,adjective,11200,0.96,
2843,singer,noun,11277,0.95,
2844,evolve,verb,11442,0.93,
2845,shooting,noun,11633,0.92,
2846,partly,adverb,11132,0.96,
2847,unknown,adjective,11095,0.96,
2848,assistant,adjective,11391,0.94,
2849,offense,noun,11680,0.91,
2850,counter,noun,11676,0.91,
2851,DNA,noun,11580,0.92,
2852,smell,noun,12123,0.88,
2853,potentially,adverb,11387,0.94,
2854,transfer,noun,11830,0.9,
2855,thirty,numeral,11637,0.92,
2856,justify,verb,11409,0.93,
2857,protest,noun,11181,0.95,
2858,crash,noun,11250,0.94,
2859,craft,noun,11559,0.92,
2860,treaty,noun,11689,0.91,
2861,terrorist,noun,12169,0.87,
2862,insight,noun,11591,0.92,
2863,possess,verb,11474,0.93,
2864,politically,adverb,11324,0.94,
2865,tap,verb,11279,0.94,
2866,lie,noun,11199,0.95,
2867,extensive,adjective,11580,0.92,
2868,episode,noun,11070,0.96,
2869,double,verb,11195,0.95,
2870,swim,verb,11342,0.93,
2871,tire,verb,11494,0.92,
2872,fault,noun,11116,0.95,
2873,loose,adjective,11299,0.94,
2874,free,verb,10898,0.97,
2875,shortly,adverb,10864,0.97,
2876,originally,adverb,10995,0.96,
2877,considerable,adjective,11544,0.91,
2878,prior,preposition,11746,0.9,
2879,intellectual,adjective,11842,0.89,
2880,mix,noun,11247,0.94,
2881,assault,noun,11039,0.95,
2882,relax,verb,11202,0.94,
2883,stair,noun,12171,0.86,
2884,adventure,noun,11031,0.95,
2885,external,adjective,12260,0.86,
2886,proof,noun,10775,0.97,
2887,confident,adjective,10831,0.97,
2888,headquarters,noun,11135,0.94,
2889,sudden,adjective,11370,0.92,
2890,dirty,adjective,11112,0.94,
2891,violation,noun,11154,0.94,
2892,tongue,noun,11674,0.89,
2893,license,noun,10943,0.95,
2894,hold,noun,10984,0.95,
2895,shelter,noun,10891,0.96,
2896,rub,verb,11695,0.89,
2897,controversy,noun,11054,0.94,
2898,entrance,noun,11121,0.94,
2899,favorite,noun,11134,0.94,
2900,practice,verb,10858,0.96,
2901,properly,adverb,10783,0.97,
2902,fade,verb,11373,0.92,
2903,defensive,adjective,11442,0.91,
2904,tragedy,noun,11039,0.94,
2905,net,noun,10918,0.95,
2906,characterize,verb,11799,0.88,
2907,funeral,noun,11086,0.94,
2908,profession,noun,11469,0.91,
2909,alter,verb,11106,0.94,
2910,spot,verb,11143,0.93,
2911,constitute,verb,11945,0.87,
2912,establishment,noun,11355,0.91,
2913,squeeze,verb,11280,0.92,
2914,imagination,noun,10913,0.95,
2915,target,verb,10960,0.95,
2916,mask,noun,11196,0.93,
2917,convert,verb,10990,0.94,
2918,comprehensive,adjective,11602,0.89,
2919,prominent,adjective,10948,0.95,
2920,presentation,noun,11372,0.91,
2921,regardless,adverb,11042,0.94,
2922,easy,adverb,10790,0.96,
2923,load,verb,10736,0.96,
2924,stable,adjective,10964,0.94,
2925,introduction,noun,11483,0.9,
2926,appeal,verb,10745,0.96,
2927,pretend,verb,11330,0.91,
2928,not,conjunctive adverb,11295,0.91,
2929,elderly,adjective,10976,0.94,
2930,representation,noun,12063,0.85,
2931,deer,noun,11665,0.88,
2932,split,verb,10593,0.97,
2933,violate,verb,10822,0.95,
2934,partnership,noun,11115,0.92,
2935,pollution,noun,11396,0.9,
2936,emission,noun,11688,0.88,
2937,steady,adjective,10715,0.96,
2938,vital,adjective,10866,0.94,
2939,neither,determiner,10587,0.97,
2940,fate,noun,10521,0.97,
2941,earnings,noun,11324,0.9,
2942,oven,noun,11454,0.89,
2943,distinction,noun,11383,0.9,
2944,segment,noun,10850,0.94,
2945,nowhere,adverb,10658,0.96,
2946,poet,noun,10840,0.94,
2947,mere,adjective,10778,0.95,
2948,exciting,adjective,10595,0.96,
2949,variation,noun,11403,0.89,
2950,comfort,noun,10674,0.95,
2951,radical,adjective,10924,0.93,
2952,stress,verb,10951,0.93,
2953,adapt,verb,10987,0.93,
2954,Irish,adjective,10833,0.94,
2955,honey,noun,11009,0.92,
2956,correspondent,noun,12008,0.85,
2957,pale,adjective,11598,0.88,
2958,musician,noun,10580,0.96,
2959,significance,noun,11520,0.88,
2960,load,noun,10869,0.93,
2961,round,adjective,10771,0.94,
2962,vessel,noun,10920,0.93,
2963,storage,noun,10893,0.93,
2964,flee,verb,10508,0.96,
2965,mm-hmm,interjection,13755,0.73,
2966,leather,noun,11155,0.91,
2967,distribute,verb,10747,0.94,
2968,evolution,noun,11066,0.91,
2969,ill,adjective,10446,0.97,
2970,tribe,noun,10855,0.93,
2971,shelf,noun,10741,0.94,
2972,can,noun,10718,0.94,
2973,grandfather,noun,11003,0.91,
2974,lawn,noun,10815,0.93,
2975,buyer,noun,10953,0.92,
2976,dining,noun,10843,0.92,
2977,wisdom,noun,10561,0.95,
2978,council,noun,10695,0.94,
2979,vulnerable,adjective,10397,0.96,
2980,instance,noun,10885,0.92,
2981,garlic,noun,11449,0.87,
2982,capability,noun,10906,0.92,
2983,poetry,noun,10671,0.94,
2984,celebrity,noun,10756,0.93,
2985,gradually,adverb,10537,0.95,
2986,stability,noun,10901,0.91,
2987,doubt,verb,10352,0.96,
2988,fantasy,noun,10448,0.95,
2989,scared,adjective,10752,0.93,
2990,guide,verb,10524,0.94,
2991,plot,noun,10484,0.95,
2992,framework,noun,11710,0.85,
2993,gesture,noun,10739,0.92,
2994,depending,preposition,10461,0.95,
2995,ongoing,adjective,10721,0.92,
2996,psychology,noun,11316,0.88,
2997,since,adverb,10334,0.96,
2998,counselor,noun,12170,0.81,
2999,witness,verb,10178,0.97,
3000,chapter,noun,10579,0.94,
3001,fellow,noun,10339,0.96,
3002,divorce,noun,10322,0.96,
3003,owe,verb,10141,0.97,
3004,pipe,noun,10432,0.95,
3005,athletic,adjective,10803,0.91,
3006,slight,adjective,10500,0.94,
3007,math,noun,10430,0.94,
3008,shade,noun,10677,0.92,
3009,tail,noun,10663,0.92,
3010,sustain,verb,10550,0.93,
3011,mount,verb,10303,0.96,
3012,obligation,noun,10538,0.93,
3013,angle,noun,10456,0.94,
3014,palm,noun,11014,0.89,
3015,differ,verb,11222,0.88,
3016,custom,noun,10408,0.94,
3017,store,verb,10446,0.94,
3018,economist,noun,10625,0.92,
3019,fifteen,numeral,10739,0.91,
3020,soup,noun,10571,0.93,
3021,celebration,noun,10209,0.96,
3022,efficient,adjective,10452,0.94,
3023,damage,verb,10163,0.96,
3024,composition,noun,10961,0.89,
3025,satisfy,verb,10194,0.96,
3026,pile,noun,10594,0.92,
3027,briefly,adverb,10125,0.97,
3028,carbon,noun,10799,0.9,
3029,closer,adjective,9976,0.98,
3030,consume,verb,10308,0.95,
3031,scheme,noun,10428,0.93,
3032,crack,noun,10330,0.94,
3033,frequency,noun,11284,0.86,
3034,tobacco,noun,10600,0.92,
3035,survivor,noun,10317,0.94,
3036,besides,adverb,10537,0.92,
3037,in,conjunctive adverb,9996,0.97,
3038,psychologist,noun,10698,0.91,
3039,wealthy,adjective,10054,0.96,
3040,galaxy,noun,11159,0.87,
3041,given,adjective,10622,0.91,
3042,fund,verb,10218,0.95,
3043,ski,noun,11656,0.83,
3044,limitation,noun,11038,0.88,
3045,OK,adjective,10733,0.9,
3046,trace,verb,10033,0.96,
3047,appointment,noun,9993,0.97,
3048,preference,noun,10833,0.89,
3049,meter,noun,10246,0.94,
3050,explosion,noun,10148,0.95,
3051,arrest,noun,10250,0.94,
3052,publicly,adverb,10169,0.95,
3053,incredible,adjective,10342,0.93,
3054,fighter,noun,10306,0.94,
3055,rapid,adjective,10427,0.92,
3056,admission,noun,10356,0.93,
3057,hunter,noun,10839,0.89,
3058,educate,verb,10171,0.95,
3059,painful,adjective,9896,0.97,
3060,friendship,noun,10130,0.95,
3061,aide,noun,10335,0.93,
3062,infant,noun,10205,0.94,
3063,calculate,verb,10485,0.92,
3064,fifty,numeral,10524,0.91,
3065,rid,verb,10104,0.95,
3066,porch,noun,10894,0.88,
3067,tendency,noun,10642,0.9,
3068,uniform,noun,10193,0.94,
3069,formation,noun,10553,0.91,
3070,scholarship,noun,10305,0.93,
3071,reservation,noun,10215,0.94,
3072,efficiency,noun,10579,0.91,
3073,waste,verb,9956,0.96,
3074,qualify,verb,10090,0.95,
3075,mall,noun,10189,0.94,
3076,derive,verb,10913,0.87,
3077,scandal,noun,10403,0.92,
3078,PC,noun,11072,0.86,
3079,helpful,adjective,10120,0.94,
3080,impress,verb,9896,0.96,
3081,heel,noun,10288,0.93,
3082,resemble,verb,10050,0.95,
3083,privacy,noun,9956,0.96,
3084,fabric,noun,10320,0.92,
3085,surprise,verb,10023,0.95,
3086,contest,noun,10002,0.95,
3087,proportion,noun,10521,0.9,
3088,guideline,noun,10303,0.92,
3089,rifle,noun,10204,0.93,
3090,maintenance,noun,10167,0.93,
3091,conviction,noun,9834,0.96,
3092,trick,noun,10041,0.94,
3093,organic,adjective,10572,0.89,
3094,tent,noun,10110,0.94,
3095,examination,noun,10722,0.88,
3096,publisher,noun,10282,0.92,
3097,strengthen,verb,10159,0.93,
3098,French,noun,9845,0.96,
3099,proposed,adjective,10288,0.92,
3100,myth,noun,10161,0.93,
3101,sophisticated,adjective,9886,0.95,
3102,cow,noun,10032,0.94,
3103,etc,adverb,10112,0.93,
3104,standing,noun,9691,0.97,
3105,asleep,adjective,10684,0.88,
3106,tennis,noun,9985,0.94,
3107,nerve,noun,9933,0.94,
3108,barrel,noun,9951,0.94,
3109,bombing,noun,10462,0.9,
3110,membership,noun,10273,0.91,
3111,ratio,noun,10457,0.9,
3112,menu,noun,10238,0.91,
3113,purchase,noun,10001,0.94,
3114,controversial,adjective,9918,0.94,
3115,desperate,adjective,9795,0.96,
3116,rate,verb,10244,0.91,
3117,lifestyle,noun,9904,0.94,
3118,humor,noun,9654,0.97,
3119,loud,adjective,10324,0.9,
3120,glove,noun,10218,0.91,
3121,suspect,noun,10204,0.91,
3122,sufficient,adjective,10275,0.91,
3123,narrative,noun,10954,0.85,
3124,photographer,noun,9739,0.96,
3125,helicopter,noun,9986,0.93,
3126,Catholic,noun,9955,0.94,
3127,modest,adjective,9746,0.96,
3128,provider,noun,10196,0.91,
3129,delay,noun,9868,0.94,
3130,agricultural,adjective,10535,0.88,
3131,explode,verb,9821,0.95,
3132,stroke,noun,9891,0.94,
3133,scope,noun,10115,0.92,
3134,punishment,noun,9986,0.93,
3135,handful,noun,9735,0.95,
3136,badly,adverb,9652,0.96,
3137,horizon,noun,9857,0.94,
3138,curious,adjective,9738,0.95,
3139,downtown,adjective,10172,0.91,
3140,girlfriend,noun,9832,0.94,
3141,prompt,verb,9741,0.95,
3142,request,verb,9619,0.96,
3143,cholesterol,noun,10641,0.87,
3144,absorb,verb,9762,0.95,
3145,adjustment,noun,10309,0.9,
3146,taxpayer,noun,10113,0.91,
3147,eager,adjective,9627,0.96,
3148,principal,noun,9920,0.93,
3149,detailed,adjective,10006,0.92,
3150,motivation,noun,10566,0.87,
3151,assignment,noun,9874,0.93,
3152,restriction,noun,9928,0.93,
3153,across,adverb,9825,0.94,
3154,Palestinian,noun,10484,0.88,
3155,laboratory,noun,9972,0.92,
3156,workshop,noun,9926,0.93,
3157,differently,adverb,9565,0.96,
3158,auto,noun,10006,0.92,
3159,romantic,adjective,9561,0.96,
3160,cotton,noun,9734,0.94,
3161,motor,noun,9977,0.92,
3162,sue,verb,9797,0.94,
3163,flavor,noun,10143,0.91,
3164,overlook,verb,9553,0.96,
3165,float,verb,9982,0.92,
3166,undergo,verb,9826,0.93,
3167,sequence,noun,10041,0.91,
3168,demonstration,noun,9729,0.94,
3169,jet,noun,9690,0.95,
3170,orange,adjective,9755,0.94,
3171,consumption,noun,10162,0.9,
3172,assert,verb,10125,0.9,
3173,blade,noun,10394,0.88,
3174,temporary,adjective,9465,0.96,
3175,medication,noun,9789,0.93,
3176,print,verb,9508,0.96,
3177,cabin,noun,9955,0.92,
3178,bite,verb,9982,0.91,
3179,relative,adjective,10283,0.89,
3180,edition,noun,9638,0.95,
3181,valley,noun,9708,0.94,
3182,yours,pronoun,10004,0.91,
3183,pitch,noun,9586,0.95,
3184,pine,noun,9824,0.93,
3185,brilliant,adjective,9493,0.96,
3186,versus,preposition,10007,0.91,
3187,manufacturing,noun,9822,0.92,
3188,risk,verb,9285,0.98,
3189,Christian,noun,9751,0.93,
3190,complex,noun,9573,0.95,
3191,absolute,adjective,9622,0.94,
3192,chef,noun,10131,0.89,
3193,discrimination,noun,9872,0.92,
3194,offensive,adjective,9902,0.91,
3195,German,noun,9586,0.94,
3196,suit,verb,9477,0.95,
3197,boom,noun,9457,0.96,
3198,register,verb,9389,0.96,
3199,appoint,verb,9541,0.95,
3200,heritage,noun,9670,0.93,
3201,God,noun,9694,0.93,
3202,terrorist,adjective,10390,0.87,
3203,dominant,adjective,10143,0.89,
3204,successfully,adverb,9728,0.93,
3205,lemon,noun,10095,0.89,
3206,hungry,adjective,9653,0.93,
3207,sense,verb,9697,0.93,
3208,dry,verb,9678,0.93,
3209,wander,verb,9822,0.92,
3210,submit,verb,9507,0.95,
3211,economics,noun,9758,0.92,
3212,naked,adjective,9897,0.91,
3213,anticipate,verb,9345,0.96,
3214,nut,noun,9605,0.94,
3215,legacy,noun,9461,0.95,
3216,extension,noun,9672,0.93,
3217,shrug,verb,10689,0.84,
3218,fly,noun,9689,0.93,
3219,battery,noun,9793,0.92,
3220,arrival,noun,9302,0.97,
3221,legitimate,adjective,9543,0.94,
3222,orientation,noun,10613,0.85,
3223,inflation,noun,9758,0.92,
3224,cope,verb,9952,0.9,
3225,flame,noun,9716,0.92,
3226,cluster,noun,9821,0.91,
3227,host,verb,9750,0.92,
3228,wound,noun,9404,0.95,
3229,dependent,adjective,10029,0.89,
3230,shower,noun,9624,0.93,
3231,institutional,adjective,10397,0.86,
3232,depict,verb,9721,0.92,
3233,operating,noun,9480,0.94,
